Student,Date,Day,Hour,Traffic_Level,Predicted_FreeSpot_%
Student 3904,2025-04-23,Wednesday,18:45,Low,94.5
Student 3905,2025-01-01,Wednesday,8:00,Low,97.03
Student 3906,2025-11-29,Saturday,17:45,Low,83.69
Student 3907,2025-03-16,Sunday,15:30,Low,94.39
Student 3908,2025-12-15,Monday,11:15,High,16.78
Student 3909,2025-06-01,Sunday,11:30,High,24.44
Student 3910,2025-07-18,Friday,11:30,Low,91.55
Student 3911,2025-09-03,Wednesday,11:15,High,10.79
Student 3912,2025-09-26,Friday,14:15,Low,79.04
Student 3913,2025-08-16,Saturday,14:30,Low,72.77
Student 3914,2025-06-15,Sunday,12:30,High,10.94
Student 3915,2025-11-14,Friday,14:30,Low,94.04
Student 3916,2025-03-06,Thursday,12:15,Medium,59.44
Student 3917,2025-09-02,Tuesday,10:30,High,16.83
Student 3918,2025-01-21,Tuesday,14:45,Low,83.34
Student 3919,2025-05-09,Friday,15:30,Low,96.21
Student 3920,2025-03-25,Tuesday,14:30,Medium,52.08
Student 3921,2025-01-22,Wednesday,13:15,Low,86.86
Student 3922,2025-08-27,Wednesday,12:15,Low,96.16
Student 3923,2025-12-29,Monday,15:00,Low,73.41
Student 3924,2025-02-03,Monday,16:15,Low,78.92
Student 3925,2025-11-07,Friday,12:15,Low,85.06
Student 3926,2025-10-26,Sunday,15:00,Low,87.25
Student 3927,2025-11-16,Sunday,9:15,High,13.69
Student 3928,2025-12-22,Monday,15:45,Low,80.97
Student 3929,2025-03-13,Thursday,16:30,Low,81.29
Student 3930,2025-03-16,Sunday,15:15,Low,89.42
Student 3931,2025-10-01,Wednesday,14:30,Medium,44.33
Student 3932,2025-06-19,Thursday,16:15,Low,78.77
Student 3933,2025-05-30,Friday,9:15,Low,76.64
Student 3934,2025-08-01,Friday,12:00,Low,88.75
Student 3935,2025-10-03,Friday,10:30,Low,98.99
Student 3936,2025-01-16,Thursday,8:00,Low,99.93
Student 3937,2025-02-28,Friday,14:30,Low,76.02
Student 3938,2025-12-13,Saturday,10:45,Low,93.97
Student 3939,2025-08-15,Friday,13:00,Low,81.83
Student 3940,2025-02-19,Wednesday,17:15,Low,74.03
Student 3941,2025-07-20,Sunday,10:45,Low,84.73
Student 3942,2025-11-20,Thursday,13:45,Medium,67.01
Student 3943,2025-05-13,Tuesday,11:15,Low,90.97
Student 3944,2025-06-06,Friday,12:00,Low,92.48
Student 3945,2025-06-05,Thursday,13:15,Medium,56.4
Student 3946,2025-06-11,Wednesday,9:00,High,27.81
Student 3947,2025-08-17,Sunday,9:00,Low,87.03
Student 3948,2025-06-29,Sunday,11:15,Medium,46.52
Student 3949,2025-03-03,Monday,9:15,Medium,61.91
Student 3950,2025-08-31,Sunday,9:30,Low,78.85
Student 3951,2025-08-29,Friday,11:30,Low,94.76
Student 3952,2025-11-15,Saturday,8:00,Low,72.95
Student 3953,2025-09-25,Thursday,18:45,Low,79.41
Student 3954,2025-09-21,Sunday,18:30,Low,75.9
Student 3955,2025-02-03,Monday,13:45,Low,91.9
Student 3956,2025-09-15,Monday,10:00,High,23.74
Student 3957,2025-12-02,Tuesday,13:30,Low,88.26
Student 3958,2025-05-19,Monday,10:00,Low,86.69
Student 3959,2025-04-02,Wednesday,16:30,Low,81.22
Student 3960,2025-10-27,Monday,10:15,Medium,50.02
Student 3961,2025-06-07,Saturday,12:00,Low,91.19
Student 3962,2025-04-13,Sunday,14:15,Low,96.68
Student 3963,2025-07-02,Wednesday,13:00,Low,90.5
Student 3964,2025-10-23,Thursday,9:00,Medium,43.76
Student 3965,2025-05-15,Thursday,15:00,Low,78.1
Student 3966,2025-07-28,Monday,15:00,Low,72.39
Student 3967,2025-08-10,Sunday,17:00,Low,90.25
Student 3968,2025-10-30,Thursday,13:15,Medium,43.57
Student 3969,2025-03-01,Saturday,11:00,Low,77.2
Student 3970,2025-07-19,Saturday,12:00,Low,80.01
Student 3971,2025-09-09,Tuesday,16:30,Low,98.15
Student 3972,2025-05-31,Saturday,13:15,Low,91.67
Student 3973,2025-02-14,Friday,16:30,Low,72.12
Student 3974,2025-01-25,Saturday,14:45,Low,99.52
Student 3975,2025-01-13,Monday,13:45,Low,99.1
Student 3976,2025-10-11,Saturday,18:00,Low,80.08
Student 3977,2025-01-10,Friday,16:30,Low,93.27
Student 3978,2025-10-09,Thursday,13:00,Medium,60.36
Student 3979,2025-12-04,Thursday,12:15,Medium,48.91
Student 3980,2025-12-15,Monday,12:00,High,25.82
Student 3981,2025-01-21,Tuesday,17:00,Low,73.24
Student 3982,2025-08-19,Tuesday,10:30,Low,72.68
Student 3983,2025-05-31,Saturday,18:30,Low,95.09
Student 3984,2025-09-13,Saturday,12:45,Low,71.0
Student 3985,2025-06-11,Wednesday,9:45,High,22.3
Student 3986,2025-03-22,Saturday,13:45,Low,98.76
Student 3987,2025-10-17,Friday,13:45,Low,77.05
Student 3988,2025-03-07,Friday,9:45,Low,83.84
Student 3989,2025-12-04,Thursday,18:45,Low,78.1
Student 3990,2025-02-25,Tuesday,16:00,Low,70.26
Student 3991,2025-08-09,Saturday,9:00,Low,70.16
Student 3992,2025-01-27,Monday,17:00,Low,72.69
Student 3993,2025-01-14,Tuesday,11:45,Low,87.19
Student 3994,2025-05-22,Thursday,14:45,Low,98.72
Student 3995,2025-03-17,Monday,17:15,Low,82.8
Student 3996,2025-03-10,Monday,15:45,Low,85.9
Student 3997,2025-07-25,Friday,10:00,Low,99.87
Student 3998,2025-06-19,Thursday,10:15,Low,94.15
Student 3999,2025-03-10,Monday,12:30,Medium,59.15
Student 4000,2025-09-08,Monday,15:00,Low,87.95
Student 4001,2025-08-17,Sunday,12:45,Low,82.27
Student 4002,2025-08-30,Saturday,16:15,Low,80.55
Student 4003,2025-10-13,Monday,15:30,Low,93.43
Student 4004,2025-09-06,Saturday,10:00,Low,95.82
Student 4005,2025-09-07,Sunday,13:30,Low,81.6
Student 4006,2025-03-10,Monday,13:45,Medium,61.57
Student 4007,2025-03-31,Monday,12:15,Medium,56.02
Student 4008,2025-07-14,Monday,11:15,Low,92.55
Student 4009,2025-03-19,Wednesday,17:30,Low,77.08
Student 4010,2025-03-21,Friday,12:00,Low,95.81
Student 4011,2025-05-22,Thursday,16:45,Low,79.51
Student 4012,2025-08-22,Friday,18:15,Low,90.23
Student 4013,2025-10-04,Saturday,9:15,Low,72.23
Student 4014,2025-04-19,Saturday,14:45,Low,97.94
Student 4015,2025-09-15,Monday,10:30,High,15.7
Student 4016,2025-07-02,Wednesday,15:30,Low,80.88
Student 4017,2025-09-20,Saturday,14:15,Low,75.75
Student 4018,2025-10-08,Wednesday,9:45,Medium,45.75
Student 4019,2025-10-30,Thursday,11:45,Medium,45.06
Student 4020,2025-10-22,Wednesday,13:15,Medium,64.86
Student 4021,2025-12-02,Tuesday,13:00,Low,73.32
Student 4022,2025-12-14,Sunday,14:00,Low,95.05
Student 4023,2025-02-26,Wednesday,10:00,Low,73.51
Student 4024,2025-09-23,Tuesday,9:15,Low,72.23
Student 4025,2025-03-17,Monday,13:00,Medium,52.49
Student 4026,2025-12-06,Saturday,8:15,Low,89.8
Student 4027,2025-02-21,Friday,12:00,Low,87.7
Student 4028,2025-02-09,Sunday,15:00,Low,71.96
Student 4029,2025-04-18,Friday,12:15,Low,91.59
Student 4030,2025-10-01,Wednesday,12:30,Medium,48.3
Student 4031,2025-04-12,Saturday,10:00,Low,84.17
Student 4032,2025-07-24,Thursday,9:30,Low,91.14
Student 4033,2025-06-29,Sunday,15:45,Low,96.48
Student 4034,2025-10-12,Sunday,15:15,Low,83.59
Student 4035,2025-07-28,Monday,8:15,Low,83.86
Student 4036,2025-04-26,Saturday,15:15,Low,73.51
Student 4037,2025-04-21,Monday,14:15,Low,98.84
Student 4038,2025-11-08,Saturday,8:15,Low,89.75
Student 4039,2025-08-08,Friday,17:15,Low,80.07
Student 4040,2025-10-14,Tuesday,12:00,Medium,42.31
Student 4041,2025-12-08,Monday,14:00,Low,85.2
Student 4042,2025-04-30,Wednesday,8:00,High,34.35
Student 4043,2025-12-25,Thursday,11:00,Low,97.03
Student 4044,2025-07-06,Sunday,15:00,Low,94.96
Student 4045,2025-08-17,Sunday,15:15,Low,94.47
Student 4046,2025-11-13,Thursday,17:00,Low,75.33
Student 4047,2025-05-21,Wednesday,15:30,Low,82.13
Student 4048,2025-08-25,Monday,13:15,Low,97.56
Student 4049,2025-12-05,Friday,10:30,Low,93.76
Student 4050,2025-05-27,Tuesday,14:30,Low,77.07
Student 4051,2025-07-27,Sunday,12:45,Low,91.81
Student 4052,2025-03-02,Sunday,12:15,Medium,44.12
Student 4053,2025-09-17,Wednesday,11:30,High,32.33
Student 4054,2025-01-17,Friday,13:30,Low,94.31
Student 4055,2025-06-26,Thursday,9:45,Medium,68.32
Student 4056,2025-10-21,Tuesday,18:30,Low,82.3
Student 4057,2025-02-08,Saturday,10:45,Low,82.4
Student 4058,2025-11-16,Sunday,16:15,Low,85.23
Student 4059,2025-10-18,Saturday,13:15,Low,84.47
Student 4060,2025-02-07,Friday,13:00,Low,87.44
Student 4061,2025-03-06,Thursday,16:45,Low,97.98
Student 4062,2025-12-26,Friday,9:15,Low,95.0
Student 4063,2025-10-25,Saturday,16:00,Low,84.92
Student 4064,2025-04-25,Friday,8:30,Low,78.86
Student 4065,2025-04-12,Saturday,8:15,Low,76.21
Student 4066,2025-07-04,Friday,18:30,Low,89.31
Student 4067,2025-09-01,Monday,11:30,High,17.74
Student 4068,2025-07-10,Thursday,12:00,Low,75.58
Student 4069,2025-09-04,Thursday,10:00,Low,76.49
Student 4070,2025-02-22,Saturday,9:30,Low,74.11
Student 4071,2025-08-26,Tuesday,13:00,Low,88.13
Student 4072,2025-04-08,Tuesday,13:00,Low,85.34
Student 4073,2025-08-18,Monday,10:30,Low,90.14
Student 4074,2025-02-08,Saturday,15:30,Low,70.21
Student 4075,2025-09-18,Thursday,17:30,Low,76.96
Student 4076,2025-10-08,Wednesday,10:30,Medium,55.9
Student 4077,2025-12-17,Wednesday,14:45,Low,71.63
Student 4078,2025-02-23,Sunday,14:00,Low,91.46
Student 4079,2025-12-27,Saturday,15:00,Low,93.83
Student 4080,2025-08-17,Sunday,8:45,Low,85.67
Student 4081,2025-08-12,Tuesday,10:00,Low,72.98
Student 4082,2025-10-23,Thursday,13:15,Medium,46.16
Student 4083,2025-01-01,Wednesday,9:15,Low,80.86
Student 4084,2025-03-11,Tuesday,17:30,Low,98.36
Student 4085,2025-12-18,Thursday,11:15,Medium,53.19
Student 4086,2025-05-02,Friday,13:45,Low,91.9
Student 4087,2025-08-22,Friday,18:00,Low,89.76
Student 4088,2025-09-20,Saturday,9:00,Low,78.06
Student 4089,2025-06-21,Saturday,12:30,Low,74.74
Student 4090,2025-06-01,Sunday,15:00,Low,92.75
Student 4091,2025-03-03,Monday,8:45,Medium,57.02
Student 4092,2025-08-12,Tuesday,9:30,Low,84.34
Student 4093,2025-06-19,Thursday,18:45,Low,93.31
Student 4094,2025-06-26,Thursday,13:45,Medium,50.74
Student 4095,2025-01-30,Thursday,12:15,Low,85.0
Student 4096,2025-08-07,Thursday,12:45,Low,73.67
Student 4097,2025-03-26,Wednesday,10:30,Medium,50.92
Student 4098,2025-03-28,Friday,16:15,Low,85.28
Student 4099,2025-06-18,Wednesday,15:45,Low,75.29
Student 4100,2025-07-18,Friday,11:45,Low,92.81
Student 4101,2025-12-29,Monday,12:00,Low,90.23
Student 4102,2025-10-04,Saturday,13:15,Low,88.7
Student 4103,2025-07-24,Thursday,10:30,Low,87.87
Student 4104,2025-01-29,Wednesday,15:15,Low,79.05
Student 4105,2025-01-31,Friday,9:15,Low,79.91
Student 4106,2025-01-01,Wednesday,14:00,Low,79.25
Student 4107,2025-03-01,Saturday,17:00,Low,84.27
Student 4108,2025-04-15,Tuesday,13:00,Low,79.29
Student 4109,2025-07-07,Monday,15:30,Low,94.51
Student 4110,2025-05-02,Friday,10:45,Low,97.65
Student 4111,2025-03-02,Sunday,14:15,Medium,62.42
Student 4112,2025-04-12,Saturday,8:45,Low,94.23
Student 4113,2025-02-10,Monday,18:15,Low,94.98
Student 4114,2025-02-01,Saturday,16:15,Low,79.36
Student 4115,2025-02-24,Monday,8:45,Low,70.72
Student 4116,2025-09-24,Wednesday,8:45,Low,90.29
Student 4117,2025-04-23,Wednesday,17:30,Low,84.59
Student 4118,2025-01-06,Monday,18:30,Low,91.17
Student 4119,2025-01-30,Thursday,15:00,Low,79.36
Student 4120,2025-03-21,Friday,17:45,Low,77.02
Student 4121,2025-02-11,Tuesday,10:30,High,30.78
Student 4122,2025-04-14,Monday,13:00,Low,98.37
Student 4123,2025-09-24,Wednesday,18:15,Low,75.9
Student 4124,2025-05-08,Thursday,17:00,Low,95.55
Student 4125,2025-09-30,Tuesday,18:15,Low,92.86
Student 4126,2025-09-24,Wednesday,18:00,Low,70.76
Student 4127,2025-10-18,Saturday,9:30,Low,81.6
Student 4128,2025-05-23,Friday,17:30,Low,98.61
Student 4129,2025-09-06,Saturday,15:45,Low,80.56
Student 4130,2025-12-30,Tuesday,10:30,Low,82.6
Student 4131,2025-10-16,Thursday,12:30,Medium,41.61
Student 4132,2025-09-13,Saturday,10:00,Low,80.88
Student 4133,2025-12-31,Wednesday,18:30,Low,89.35
Student 4134,2025-12-19,Friday,13:30,Low,72.22
Student 4135,2025-04-26,Saturday,8:15,Low,77.47
Student 4136,2025-12-12,Friday,11:45,Low,80.75
Student 4137,2025-08-08,Friday,15:30,Low,93.96
Student 4138,2025-04-30,Wednesday,12:00,High,22.17
Student 4139,2025-10-28,Tuesday,9:45,Medium,40.01
Student 4140,2025-12-21,Sunday,8:15,Low,83.46
Student 4141,2025-08-25,Monday,13:00,Low,83.29
Student 4142,2025-12-13,Saturday,9:45,Low,76.93
Student 4143,2025-05-28,Wednesday,16:30,Low,83.24
Student 4144,2025-12-10,Wednesday,12:15,High,29.99
Student 4145,2025-10-01,Wednesday,10:00,Medium,45.64
Student 4146,2025-04-05,Saturday,11:00,Low,88.22
Student 4147,2025-07-22,Tuesday,10:15,Low,72.39
Student 4148,2025-09-16,Tuesday,9:00,High,36.47
Student 4149,2025-08-18,Monday,8:00,Low,94.49
Student 4150,2025-10-09,Thursday,8:15,Medium,58.84
Student 4151,2025-03-20,Thursday,10:00,Medium,51.8
Student 4152,2025-10-27,Monday,9:45,Medium,64.44
Student 4153,2025-10-20,Monday,11:45,Medium,41.5
Student 4154,2025-08-13,Wednesday,11:15,Low,100.0
Student 4155,2025-01-06,Monday,9:45,Low,91.34
Student 4156,2025-01-28,Tuesday,15:00,Low,76.18
Student 4157,2025-06-08,Sunday,17:15,Low,97.87
Student 4158,2025-08-04,Monday,17:15,Low,94.87
Student 4159,2025-03-23,Sunday,13:45,Medium,50.55
Student 4160,2025-05-17,Saturday,10:15,Low,91.93
Student 4161,2025-05-17,Saturday,15:30,Low,99.62
Student 4162,2025-01-05,Sunday,9:45,Low,88.46
Student 4163,2025-06-10,Tuesday,16:00,Low,81.54
Student 4164,2025-12-12,Friday,13:30,Low,82.98
Student 4165,2025-10-18,Saturday,17:45,Low,72.78
Student 4166,2025-02-23,Sunday,8:15,Low,86.34
Student 4167,2025-08-02,Saturday,18:45,Low,90.67
Student 4168,2025-05-15,Thursday,11:00,Medium,42.49
Student 4169,2025-04-10,Thursday,11:00,Medium,55.24
Student 4170,2025-01-26,Sunday,10:30,Low,88.1
Student 4171,2025-11-13,Thursday,18:15,Low,70.21
Student 4172,2025-02-08,Saturday,18:30,Low,95.11
Student 4173,2025-12-23,Tuesday,9:30,Low,85.68
Student 4174,2025-05-26,Monday,16:30,Low,82.2
Student 4175,2025-03-26,Wednesday,17:15,Low,79.86
Student 4176,2025-05-07,Wednesday,15:15,Low,90.55
Student 4177,2025-05-31,Saturday,17:45,Low,83.11
Student 4178,2025-01-07,Tuesday,16:15,Low,84.1
Student 4179,2025-09-19,Friday,12:15,Low,84.11
Student 4180,2025-03-12,Wednesday,9:30,Medium,54.15
Student 4181,2025-01-05,Sunday,18:30,Low,70.27
Student 4182,2025-12-21,Sunday,10:00,Low,71.25
Student 4183,2025-05-10,Saturday,18:00,Low,76.36
Student 4184,2025-03-12,Wednesday,18:30,Low,77.72
Student 4185,2025-12-14,Sunday,12:00,High,36.81
Student 4186,2025-11-29,Saturday,18:00,Low,76.9
Student 4187,2025-05-19,Monday,16:15,Low,90.45
Student 4188,2025-09-11,Thursday,16:30,Low,79.32
Student 4189,2025-04-14,Monday,11:30,High,21.42
Student 4190,2025-02-07,Friday,10:00,Low,75.93
Student 4191,2025-12-12,Friday,13:00,Low,83.14
Student 4192,2025-08-08,Friday,10:30,Low,84.73
Student 4193,2025-11-08,Saturday,13:30,Low,79.84
Student 4194,2025-08-16,Saturday,16:45,Low,71.6
Student 4195,2025-12-10,Wednesday,10:00,High,23.52
Student 4196,2025-05-30,Friday,16:30,Low,94.5
Student 4197,2025-10-07,Tuesday,15:45,Low,75.42
Student 4198,2025-07-22,Tuesday,11:00,Low,76.04
Student 4199,2025-04-23,Wednesday,11:15,High,37.64
Student 4200,2025-09-18,Thursday,14:30,Low,94.84
Student 4201,2025-06-13,Friday,11:00,Low,88.31
Student 4202,2025-04-26,Saturday,14:45,Low,70.63
Student 4203,2025-09-09,Tuesday,14:30,Low,72.92
Student 4204,2025-09-16,Tuesday,13:30,Low,94.52
Student 4205,2025-11-18,Tuesday,9:15,High,35.59
Student 4206,2025-12-06,Saturday,9:15,Low,95.48
Student 4207,2025-07-26,Saturday,17:45,Low,83.93
Student 4208,2025-04-09,Wednesday,14:00,Low,70.09
Student 4209,2025-05-25,Sunday,15:00,Low,93.38
Student 4210,2025-05-06,Tuesday,13:30,Low,87.44
Student 4211,2025-12-24,Wednesday,18:30,Low,81.39
Student 4212,2025-03-25,Tuesday,16:45,Low,83.49
Student 4213,2025-05-17,Saturday,12:15,Low,82.35
Student 4214,2025-08-02,Saturday,12:30,Low,79.99
Student 4215,2025-11-12,Wednesday,13:15,Low,80.33
Student 4216,2025-06-17,Tuesday,15:30,Low,98.87
Student 4217,2025-08-02,Saturday,9:15,Low,70.05
Student 4218,2025-07-04,Friday,14:30,Low,90.8
Student 4219,2025-04-18,Friday,16:30,Low,77.57
Student 4220,2025-09-12,Friday,11:45,Low,96.84
Student 4221,2025-04-16,Wednesday,11:00,High,38.03
Student 4222,2025-07-27,Sunday,17:45,Low,95.6
Student 4223,2025-07-23,Wednesday,18:00,Low,76.59
Student 4224,2025-04-04,Friday,11:15,Low,76.31
Student 4225,2025-06-16,Monday,16:00,Low,86.41
Student 4226,2025-07-24,Thursday,9:45,Low,76.93
Student 4227,2025-06-03,Tuesday,10:15,High,25.33
Student 4228,2025-05-31,Saturday,13:30,Low,71.62
Student 4229,2025-06-14,Saturday,11:45,Low,79.96
Student 4230,2025-11-21,Friday,18:45,Low,92.77
Student 4231,2025-01-28,Tuesday,17:45,Low,72.63
Student 4232,2025-07-13,Sunday,15:30,Low,93.96
Student 4233,2025-05-09,Friday,10:00,Low,75.63
Student 4234,2025-11-13,Thursday,9:45,Low,79.66
Student 4235,2025-10-09,Thursday,18:15,Low,71.52
Student 4236,2025-06-07,Saturday,13:15,Low,85.62
Student 4237,2025-11-08,Saturday,15:00,Low,84.92
Student 4238,2025-01-08,Wednesday,11:45,Low,78.65
Student 4239,2025-09-10,Wednesday,8:00,High,31.04
Student 4240,2025-03-15,Saturday,17:15,Low,73.87
Student 4241,2025-11-30,Sunday,14:45,Low,81.73
Student 4242,2025-03-10,Monday,16:45,Low,86.65
Student 4243,2025-06-09,Monday,11:30,High,10.1
Student 4244,2025-03-01,Saturday,17:45,Low,77.89
Student 4245,2025-06-23,Monday,18:30,Low,95.93
Student 4246,2025-07-10,Thursday,8:00,Low,77.35
Student 4247,2025-07-23,Wednesday,12:30,Low,87.25
Student 4248,2025-05-06,Tuesday,8:45,Low,98.26
Student 4249,2025-02-04,Tuesday,12:45,High,21.55
Student 4250,2025-01-05,Sunday,9:30,Low,90.37
Student 4251,2025-08-27,Wednesday,8:00,Low,77.23
Student 4252,2025-10-20,Monday,14:45,Medium,50.17
Student 4253,2025-09-17,Wednesday,13:00,Low,76.75
Student 4254,2025-04-12,Saturday,16:15,Low,97.18
Student 4255,2025-05-15,Thursday,13:15,Medium,66.84
Student 4256,2025-02-22,Saturday,12:45,Low,84.53
Student 4257,2025-01-12,Sunday,10:45,Low,78.95
Student 4258,2025-08-29,Friday,12:00,Low,71.56
Student 4259,2025-03-22,Saturday,16:30,Low,96.12
Student 4260,2025-05-30,Friday,11:30,Low,76.26
Student 4261,2025-02-23,Sunday,16:30,Low,79.03
Student 4262,2025-11-26,Wednesday,18:30,Low,86.69
Student 4263,2025-12-11,Thursday,13:00,Medium,62.17
Student 4264,2025-12-02,Tuesday,13:00,Low,77.54
Student 4265,2025-06-25,Wednesday,13:30,Medium,66.33
Student 4266,2025-05-12,Monday,16:30,Low,72.98
Student 4267,2025-01-23,Thursday,12:15,Low,89.52
Student 4268,2025-12-14,Sunday,14:45,Low,91.03
Student 4269,2025-01-17,Friday,9:45,Low,91.92
Student 4270,2025-05-31,Saturday,17:00,Low,71.27
Student 4271,2025-01-14,Tuesday,8:45,Low,86.61
Student 4272,2025-09-15,Monday,8:15,High,34.03
Student 4273,2025-12-03,Wednesday,12:00,High,15.21
Student 4274,2025-11-13,Thursday,16:00,Low,77.43
Student 4275,2025-04-02,Wednesday,17:00,Low,78.19
Student 4276,2025-10-07,Tuesday,12:15,Medium,66.2
Student 4277,2025-03-18,Tuesday,10:30,Medium,63.08
Student 4278,2025-04-06,Sunday,18:15,Low,77.7
Student 4279,2025-04-15,Tuesday,15:30,Low,82.96
Student 4280,2025-09-09,Tuesday,16:00,Low,99.49
Student 4281,2025-01-05,Sunday,17:45,Low,94.32
Student 4282,2025-01-30,Thursday,13:45,Low,91.41
Student 4283,2025-08-08,Friday,8:45,Low,97.08
Student 4284,2025-03-06,Thursday,14:30,Medium,47.48
Student 4285,2025-03-05,Wednesday,18:15,Low,94.65
Student 4286,2025-02-03,Monday,8:30,High,26.24
Student 4287,2025-07-17,Thursday,12:15,Low,75.21
Student 4288,2025-06-06,Friday,9:15,Low,99.44
Student 4289,2025-01-30,Thursday,9:30,Low,88.69
Student 4290,2025-12-23,Tuesday,12:30,Low,88.0
Student 4291,2025-08-05,Tuesday,16:30,Low,84.66
Student 4292,2025-11-10,Monday,18:45,Low,71.55
Student 4293,2025-11-01,Saturday,18:45,Low,72.98
Student 4294,2025-11-02,Sunday,15:45,Low,79.85
Student 4295,2025-07-20,Sunday,12:00,Low,93.99
Student 4296,2025-05-16,Friday,13:30,Low,91.73
Student 4297,2025-08-25,Monday,18:00,Low,78.32
Student 4298,2025-08-27,Wednesday,13:00,Low,94.84
Student 4299,2025-02-23,Sunday,17:00,Low,86.09
Student 4300,2025-03-06,Thursday,13:00,Medium,48.93
Student 4301,2025-07-30,Wednesday,10:45,Low,90.8
Student 4302,2025-06-26,Thursday,18:00,Low,83.87
Student 4303,2025-04-20,Sunday,10:00,High,17.42
Student 4304,2025-07-13,Sunday,8:30,Low,94.95
Student 4305,2025-09-26,Friday,16:15,Low,90.21
Student 4306,2025-04-27,Sunday,10:45,High,28.45
Student 4307,2025-02-07,Friday,8:00,Low,94.82
Student 4308,2025-08-18,Monday,8:30,Low,91.99
Student 4309,2025-06-24,Tuesday,13:30,Medium,43.09
Student 4310,2025-10-17,Friday,18:45,Low,78.53
Student 4311,2025-04-03,Thursday,9:00,Low,71.49
Student 4312,2025-03-19,Wednesday,16:30,Low,74.87
Student 4313,2025-03-11,Tuesday,18:30,Low,80.71
Student 4314,2025-01-13,Monday,8:00,Low,99.85
Student 4315,2025-07-23,Wednesday,13:15,Low,81.47
Student 4316,2025-07-16,Wednesday,13:15,Low,83.86
Student 4317,2025-08-28,Thursday,9:15,Low,89.01
Student 4318,2025-12-31,Wednesday,10:30,Low,74.33
Student 4319,2025-06-22,Sunday,11:00,Medium,58.27
Student 4320,2025-10-03,Friday,17:15,Low,97.5
Student 4321,2025-03-25,Tuesday,13:30,Medium,52.68
Student 4322,2025-10-10,Friday,17:30,Low,78.51
Student 4323,2025-01-21,Tuesday,8:30,Low,75.94
Student 4324,2025-06-11,Wednesday,10:15,High,28.02
Student 4325,2025-02-27,Thursday,14:30,Low,77.4
Student 4326,2025-11-02,Sunday,10:15,High,19.91
Student 4327,2025-05-06,Tuesday,18:45,Low,77.89
Student 4328,2025-06-07,Saturday,11:15,Low,70.42
Student 4329,2025-05-30,Friday,11:30,Low,74.62
Student 4330,2025-05-13,Tuesday,11:15,Low,76.73
Student 4331,2025-06-30,Monday,15:45,Low,89.06
Student 4332,2025-05-09,Friday,10:00,Low,82.86
Student 4333,2025-01-23,Thursday,17:15,Low,90.1
Student 4334,2025-10-07,Tuesday,15:00,Low,70.61
Student 4335,2025-11-13,Thursday,10:30,Low,74.86
Student 4336,2025-12-14,Sunday,17:00,Low,98.7
Student 4337,2025-02-24,Monday,18:15,Low,74.59
Student 4338,2025-01-04,Saturday,14:00,Low,76.39
Student 4339,2025-09-26,Friday,8:00,Low,88.8
Student 4340,2025-08-31,Sunday,17:30,Low,81.6
Student 4341,2025-02-08,Saturday,15:15,Low,97.73
Student 4342,2025-03-22,Saturday,9:45,Low,77.15
Student 4343,2025-07-26,Saturday,9:45,Low,77.51
Student 4344,2025-02-24,Monday,17:30,Low,73.14
Student 4345,2025-07-26,Saturday,17:00,Low,74.7
Student 4346,2025-11-21,Friday,13:30,Low,88.37
Student 4347,2025-01-15,Wednesday,13:00,Low,80.82
Student 4348,2025-01-29,Wednesday,10:00,Low,86.82
Student 4349,2025-12-11,Thursday,18:15,Low,81.63
Student 4350,2025-06-18,Wednesday,10:45,High,29.33
Student 4351,2025-10-08,Wednesday,18:30,Low,95.52
Student 4352,2025-11-02,Sunday,17:45,Low,81.49
Student 4353,2025-05-21,Wednesday,13:30,Low,90.92
Student 4354,2025-01-07,Tuesday,16:00,Low,86.39
Student 4355,2025-03-06,Thursday,15:00,Low,95.79
Student 4356,2025-03-31,Monday,8:15,Medium,58.92
Student 4357,2025-03-19,Wednesday,8:30,Medium,45.02
Student 4358,2025-12-19,Friday,14:15,Low,79.77
Student 4359,2025-10-26,Sunday,8:45,Medium,63.83
Student 4360,2025-06-26,Thursday,18:00,Low,92.87
Student 4361,2025-07-27,Sunday,10:45,Low,81.62
Student 4362,2025-01-13,Monday,16:45,Low,81.83
Student 4363,2025-08-12,Tuesday,16:00,Low,90.35
Student 4364,2025-11-13,Thursday,8:00,Low,81.9
Student 4365,2025-03-13,Thursday,12:30,Medium,46.16
Student 4366,2025-10-02,Thursday,16:15,Low,76.59
Student 4367,2025-02-17,Monday,16:15,Low,81.55
Student 4368,2025-09-04,Thursday,15:30,Low,96.58
Student 4369,2025-12-16,Tuesday,16:00,Low,81.66
Student 4370,2025-06-03,Tuesday,8:30,High,12.76
Student 4371,2025-08-30,Saturday,13:15,Low,90.15
Student 4372,2025-05-15,Thursday,11:45,Medium,67.06
Student 4373,2025-05-22,Thursday,18:45,Low,94.58
Student 4374,2025-05-31,Saturday,11:45,Low,87.54
Student 4375,2025-10-01,Wednesday,14:30,Medium,66.52
Student 4376,2025-01-20,Monday,14:00,Low,82.89
Student 4377,2025-04-20,Sunday,13:00,Low,77.23
Student 4378,2025-08-27,Wednesday,17:45,Low,90.43
Student 4379,2025-06-01,Sunday,10:00,High,11.72
Student 4380,2025-07-24,Thursday,8:00,Low,89.21
Student 4381,2025-02-13,Thursday,16:15,Low,84.16
Student 4382,2025-09-15,Monday,9:45,High,39.36
Student 4383,2025-04-03,Thursday,15:15,Low,73.2
